数据类型,订单号,采购单号,物料ID,供应商代码,变更类型,原交付日期,新交付日期,变更天数,变更原因,变更来源,变更时间
交期变更记录,SO-2026-13856,,P0087,SUP027,供应商延期,2026/7/28,2026/8/10,13,供应商产线故障维修,采购员,2026/6/28
交期变更记录,SO-2026-08437,,P0033,SUP004,供应商延期,2026/12/5,2026/12/12,7,恶劣天气影响运输,采购员,2026/12/2
交期变更记录,SO-2026-08729,,P0066,SUP010,供应商延期,2026/9/10,2026/9/26,16,设备故障维修影响产出,采购员,2026/8/21
交期变更记录,SO-2026-07121,PO20260602632,P0065,SUP010,物流问题,2026/6/9,2026/6/17,8,空运舱位不足改海运,计划员,2026/6/3
交期变更记录,SO-2026-08482,,P0086,SUP003,客户加急,2026/3/5,2026/2/23,-10,客户生产线紧急启动,供应商,2026/2/4
交期变更记录,SO-2026-05878,PO20260902634,P0091,SUP002,供应商延期,2026/9/22,2026/10/1,9,供应商原材料短缺,系统,2026/8/31
交期变更记录,SO-2026-12520,PO20260602635,P0008,SUP013,供应商延期,2026/6/10,2026/6/21,11,恶劣天气影响运输,采购员,2026/6/3
交期变更记录,SO-2026-08229,PO20260602636,P0011,SUP019,客户加急,2026/6/14,2026/6/9,-5,竞品上市压力,系统,2026/5/25
交期变更记录,SO-2026-07982,,P0043,SUP033,供应商延期,2026/3/14,2026/3/29,15,物流运输途中延误,系统,2026/3/1
交期变更记录,SO-2026-07645,,P0023,SUP036,供应商延期,2027/5/7,2027/5/17,10,原材料到货延迟,采购员,2027/4/18
交期变更记录,SO-2026-08598,PO20261202639,P0062,SUP034,客户加急,2026/12/27,2026/12/15,-12,终端市场需求激增,计划员,2026/12/3
交期变更记录,SO-2026-04704,PO20270102640,P0082,SUP034,供应商延期,2027/1/13,2027/1/14,1,上游芯片短缺传导影响,系统,2026/12/23
交期变更记录,SO-2026-01274,PO20260802641,P0085,SUP031,供应商延期,2026/8/27,2026/9/15,19,供应商原材料短缺,供应商,2026/8/2
交期变更记录,SO-2026-06521,PO20270402642,P0060,SUP010,物料短缺,2027/4/23,2027/4/11,-12,PCB板交期延长,供应商,2027/4/2
交期变更记录,SO-2026-00030,PO20260802643,P0006,SUP027,供应商提前,2026/8/13,2026/8/11,-2,供应商备货充足提前发货,系统,2026/8/7
交期变更记录,SO-2026-03684,PO20270402644,P0017,SUP018,供应商延期,2027/4/9,2027/4/11,2,质量检验不合格返工,计划员,2027/3/18
交期变更记录,SO-2026-00604,PO20270202645,P0017,SUP028,供应商延期,2027/2/16,2027/2/25,9,供应商产线故障维修,系统,2027/2/12
交期变更记录,SO-2026-07419,,P0078,SUP025,供应商提前,2026/8/21,2026/8/16,-5,供应商产能释放提前,系统,2026/7/24
交期变更记录,SO-2026-11750,PO20260902647,P0043,SUP033,供应商延期,2026/9/4,2026/9/10,6,供应商原材料短缺,计划员,2026/8/11
交期变更记录,SO-2026-11923,PO20260702648,P0041,SUP031,供应商延期,2026/7/5,2026/7/22,17,设备故障维修影响产出,客户,2026/6/26
交期变更记录,SO-2026-11701,PO20260802649,P0029,SUP002,客户加急,2026/8/22,2026/8/11,-11,OEM客户终端市场需求激增,系统,2026/8/5
交期变更记录,SO-2026-05583,PO20270202650,P0082,SUP021,供应商提前,2027/2/21,2027/2/18,-3,供应商产能释放提前,系统,2027/2/11
交期变更记录,SO-2026-12648,,P0028,SUP035,供应商延期,2026/6/14,2026/7/2,18,质量检验不合格返工,采购员,2026/5/27
交期变更记录,SO-2026-07668,PO20260902652,P0020,SUP008,供应商延期,2026/9/2,2026/9/3,1,质量检验不合格返工,系统,2026/8/19
交期变更记录,SO-2026-09135,PO20260702653,P0080,SUP014,供应商延期,2026/7/3,2026/7/8,5,恶劣天气影响运输,系统,2026/6/7
交期变更记录,SO-2026-06068,PO20260902654,P0082,SUP036,供应商延期,2026/9/27,2026/10/17,20,供应商产线故障维修,系统,2026/8/29
交期变更记录,SO-2026-00912,PO20261002655,P0048,SUP005,供应商延期,2026/10/17,2026/10/18,1,供应商产线故障维修,系统,2026/10/5
交期变更记录,SO-2026-10840,,P0051,SUP010,供应商延期,2026/6/11,2026/6/12,1,供应商产线故障维修,采购员,2026/6/4
交期变更记录,SO-2026-00290,PO20260902657,P0021,SUP016,供应商延期,2026/9/11,2026/9/18,7,供应商原材料短缺,采购员,2026/8/20
交期变更记录,SO-2026-08110,PO20260802658,P0059,SUP019,供应商延期,2026/8/20,2026/8/23,3,春节假期停工导致产能不足,系统,2026/8/4
交期变更记录,SO-2026-09812,PO20270202659,P0050,SUP008,供应商延期,2027/2/24,2027/3/4,8,供应商原材料短缺,采购员,2027/2/22
交期变更记录,SO-2026-06070,PO20261202660,P0042,SUP023,物流问题,2026/12/14,2026/12/19,5,空运舱位不足改海运,系统,2026/11/19
交期变更记录,SO-2026-02808,PO20270102661,P0010,SUP026,供应商延期,2027/1/7,2027/1/18,11,原材料到货延迟,采购员,2027/1/6
交期变更记录,SO-2026-13285,PO20260702662,P0090,SUP006,客户加急,2026/7/21,2026/7/16,-5,竞品上市压力,系统,2026/6/24
交期变更记录,SO-2026-01532,PO20260602663,P0069,SUP012,供应商提前,2026/6/26,2026/6/20,-6,供应商优化排产,系统,2026/6/17
交期变更记录,SO-2026-02832,PO20261102664,P0049,SUP033,客户延后,2026/11/12,2026/12/12,30,客户销售计划调整,系统,2026/10/13
交期变更记录,SO-2026-10337,PO20260602665,P0031,SUP032,供应商延期,2026/6/14,2026/6/24,10,供应商产线故障维修,供应商,2026/5/24
交期变更记录,SO-2026-06924,,P0007,SUP029,供应商延期,2027/2/18,2027/3/8,18,恶劣天气影响运输,系统,2027/2/12
交期变更记录,SO-2026-01732,,P0085,SUP004,物料短缺,2027/3/20,2027/3/9,-11,PCB板交期延长,客户,2027/2/24
交期变更记录,SO-2026-09388,PO20270102668,P0065,SUP035,客户加急,2027/1/24,2027/1/9,-15,终端市场需求激增,计划员,2027/1/1
交期变更记录,SO-2026-08207,PO20261202669,P0066,SUP012,供应商延期,2026/12/1,2026/12/5,4,物流受阻导致原料延迟到厂,采购员,2026/11/9
交期变更记录,SO-2026-09683,PO20270102670,P0042,SUP024,客户加急,2027/1/15,2026/12/31,-15,终端市场需求激增,系统,2026/12/23
交期变更记录,SO-2026-10212,PO20260602671,P0079,SUP009,供应商延期,2026/6/12,2026/6/20,8,质量异常批量返工,系统,2026/5/28
交期变更记录,SO-2026-03379,PO20270102672,P0015,SUP010,供应商延期,2027/1/8,2027/1/20,12,原材料到货延迟,计划员,2027/1/5
交期变更记录,SO-2026-01775,PO20261002673,P0054,SUP028,供应商延期,2026/10/9,2026/10/13,4,环保检查停产整顿,系统,2026/10/3
交期变更记录,SO-2026-11510,PO20260602674,P0057,SUP011,供应商延期,2026/6/13,2026/6/20,7,恶劣天气影响运输,系统,2026/6/9
交期变更记录,SO-2026-13314,PO20260802675,P0028,SUP026,客户加急,2026/8/18,2026/8/4,-14,客户展会提前需要,计划员,2026/8/4
交期变更记录,SO-2026-05588,PO20270102676,P0043,SUP035,客户延后,2027/1/1,2027/1/20,19,客户资金安排调整,系统,2026/12/31
交期变更记录,SO-2026-05116,,P0010,SUP022,供应商延期,2027/3/2,2027/3/6,4,供应商原材料短缺,计划员,2027/2/5
交期变更记录,SO-2026-02597,PO20270102678,P0081,SUP015,供应商延期,2027/1/2,2027/1/17,15,物流受阻导致原料延迟到厂,系统,2026/12/13
交期变更记录,SO-2026-03827,PO20270102679,P0065,SUP031,供应商延期,2027/1/28,2027/1/31,3,春节假期停工导致产能不足,采购员,2026/12/31
交期变更记录,SO-2026-06839,PO20260902680,P0025,SUP024,供应商延期,2026/9/4,2026/9/5,1,供应商产线故障维修,系统,2026/8/26
交期变更记录,SO-2026-09278,,P0064,SUP022,物流问题,2027/1/10,2027/1/13,3,运输车辆故障,系统,2027/1/9
交期变更记录,SO-2026-10376,,P0067,SUP021,供应商延期,2026/6/13,2026/6/30,17,物流运输途中延误,计划员,2026/5/28
交期变更记录,SO-2026-10037,PO20260602683,P0011,SUP032,供应商延期,2026/6/12,2026/6/20,8,供应商原材料短缺,系统,2026/5/27
交期变更记录,SO-2026-03551,PO20261002684,P0057,SUP036,供应商延期,2026/10/19,2026/10/20,1,质量检验不合格返工,系统,2026/9/28
交期变更记录,SO-2026-08742,PO20260902685,P0081,SUP019,供应商延期,2026/9/21,2026/9/30,9,设备故障维修影响产出,系统,2026/9/13
交期变更记录,SO-2026-10729,PO20260602686,P0015,SUP006,供应商延期,2026/6/12,2026/6/13,1,产能已被其他大客户占用,客户,2026/5/28
交期变更记录,SO-2026-01188,PO20270202687,P0093,SUP016,客户加急,2027/2/23,2027/2/15,-8,终端市场需求激增,系统,2027/2/4
交期变更记录,SO-2026-00416,,P0003,SUP016,供应商延期,2026/8/4,2026/8/22,18,春节假期停工导致产能不足,系统,2026/7/10
交期变更记录,SO-2026-05507,,P0046,SUP017,供应商延期,2026/10/7,2026/10/14,7,质量检验不合格返工,系统,2026/9/19
交期变更记录,SO-2026-04053,PO20260602690,P0080,SUP003,供应商延期,2026/6/9,2026/6/29,20,工人返岗率不足,系统,2026/5/27
交期变更记录,SO-2026-06292,PO20260802691,P0062,SUP031,供应商延期,2026/8/29,2026/9/1,3,物流运输途中延误,系统,2026/8/13
交期变更记录,SO-2026-09331,PO20260902692,P0070,SUP006,物流问题,2026/9/18,2026/10/2,14,跨境物流清关延迟,系统,2026/9/6
交期变更记录,SO-2026-10574,PO20260602693,P0059,SUP029,供应商提前,2026/6/16,2026/6/15,-1,供应商备货充足提前发货,供应商,2026/6/9
交期变更记录,SO-2026-00853,PO20270102694,P0078,SUP011,客户加急,2027/1/20,2027/1/6,-14,客户生产线紧急启动,供应商,2027/1/5
交期变更记录,SO-2026-03405,PO20270102695,P0093,SUP002,客户加急,2027/1/7,2027/1/1,-6,客户生产线紧急启动,采购员,2027/1/4
交期变更记录,SO-2026-13392,,P0065,SUP034,供应商提前,2026/7/25,2026/7/22,-3,供应商产能释放提前,计划员,2026/7/21
交期变更记录,SO-2026-10676,PO20260602697,P0065,SUP022,客户延后,2026/6/13,2026/6/26,13,客户销售计划调整,系统,2026/5/31
交期变更记录,SO-2026-09385,PO20260802698,P0064,SUP005,供应商延期,2026/8/31,2026/9/14,14,原材料供应紧张导致排产延后,计划员,2026/8/12
交期变更记录,SO-2026-09529,PO20260602699,P0069,SUP007,供应商延期,2026/6/17,2026/6/18,1,产能已被其他大客户占用,采购员,2026/6/2
交期变更记录,SO-2026-07251,PO20260602700,P0084,SUP005,供应商延期,2026/6/3,2026/6/14,11,恶劣天气影响运输,计划员,2026/5/19
交期变更记录,SO-2026-13582,PO20260802701,P0032,SUP009,物流问题,2026/8/10,2026/8/13,3,空运舱位不足改海运,系统,2026/8/1
交期变更记录,SO-2026-00288,PO20260702702,P0037,SUP015,客户加急,2026/7/8,2026/6/28,-10,竞品上市压力需抢先出货,计划员,2026/6/23
交期变更记录,SO-2026-03252,PO20261202703,P0008,SUP021,供应商延期,2026/12/13,2026/12/18,5,质量异常批量返工,采购员,2026/11/13
交期变更记录,SO-2026-12870,PO20260602704,P0075,SUP012,供应商延期,2026/6/11,2026/6/30,19,恶劣天气影响运输,采购员,2026/5/30
交期变更记录,SO-2026-09739,PO20260302705,P0061,SUP012,客户加急,2026/3/9,2026/3/1,-8,终端市场需求激增,系统,2026/2/8
交期变更记录,SO-2026-10787,PO20260602706,P0016,SUP022,供应商提前,2026/6/11,2026/6/5,-6,供应商备货充足提前发货,计划员,2026/6/5
交期变更记录,SO-2026-00553,PO20260902707,P0039,SUP002,客户加急,2026/9/3,2026/8/23,-11,终端客户大促活动提前,系统,2026/8/17
交期变更记录,SO-2026-07370,PO20260602708,P0002,SUP013,供应商延期,2026/6/10,2026/6/24,14,物流运输途中延误,计划员,2026/5/31
交期变更记录,SO-2026-04192,PO20260602709,P0094,SUP009,供应商延期,2026/6/6,2026/6/15,9,质量检验不合格返工,供应商,2026/5/29
交期变更记录,SO-2026-04202,,P0039,SUP023,供应商延期,2026/4/16,2026/4/29,13,质量检验不合格返工,客户,2026/3/29
交期变更记录,SO-2026-08736,PO20261202711,P0087,SUP030,客户加急,2026/12/29,2026/12/20,-9,终端市场需求激增,计划员,2026/12/18
交期变更记录,SO-2026-08022,PO20270202712,P0064,SUP015,供应商提前,2027/2/1,2027/1/31,-1,供应商优化排产,计划员,2027/1/19
交期变更记录,SO-2026-12697,PO20260602713,P0046,SUP007,客户加急,2026/6/14,2026/5/30,-15,终端市场需求激增,供应商,2026/5/20
交期变更记录,SO-2026-08463,,P0068,SUP009,供应商延期,2027/1/11,2027/1/20,9,供应商原材料短缺,供应商,2027/1/2
交期变更记录,SO-2026-07904,PO20261102715,P0100,SUP012,物料短缺,2026/11/13,2026/11/3,-10,电子元器件市场缺货,计划员,2026/11/7
交期变更记录,SO-2026-05540,PO20260502716,P0019,SUP036,物流问题,2026/5/26,2026/6/6,11,空运舱位不足改海运,采购员,2026/5/11
交期变更记录,SO-2026-09218,PO20270102717,P0075,SUP018,供应商延期,2027/1/3,2027/1/12,9,供应商产线故障维修,供应商,2026/12/5
交期变更记录,SO-2026-10393,,P0031,SUP014,客户加急,2026/6/13,2026/6/2,-11,客户生产线紧急启动,系统,2026/6/10
交期变更记录,SO-2026-13634,,P0075,SUP022,供应商延期,2026/8/26,2026/9/10,15,物流运输途中延误,计划员,2026/8/7
交期变更记录,SO-2026-11196,PO20260602720,P0056,SUP011,供应商延期,2026/6/15,2026/6/25,10,供应商产线故障维修,供应商,2026/5/28
交期变更记录,SO-2026-06776,PO20260502721,P0090,SUP020,客户加急,2026/5/27,2026/5/14,-13,项目验收节点提前,系统,2026/5/15
交期变更记录,SO-2026-09649,,P0037,SUP008,供应商延期,2026/8/30,2026/9/19,20,供应商原材料短缺,系统,2026/8/14
交期变更记录,SO-2026-05403,PO20260702723,P0041,SUP017,客户加急,2026/7/1,2026/6/18,-13,客户生产线紧急启动,供应商,2026/6/11
交期变更记录,SO-2026-02820,,P0032,SUP012,物料短缺,2027/1/31,2027/1/23,-8,PCB板交期延长,系统,2027/1/10
交期变更记录,SO-2026-10934,PO20260602725,P0026,SUP034,物料短缺,2026/6/15,2026/6/9,-6,显示屏面板缺货,系统,2026/5/27
交期变更记录,SO-2026-13597,PO20260602726,P0039,SUP016,物流问题,2026/6/26,2026/7/4,8,港口拥堵导致船期延误,采购员,2026/5/31
交期变更记录,SO-2026-02574,PO20261102727,P0040,SUP005,供应商延期,2026/11/16,2026/11/28,12,质量检验不合格返工,采购员,2026/10/31
交期变更记录,SO-2026-10586,,P0043,SUP016,物料短缺,2026/6/13,2026/5/31,-13,电子元器件市场缺货,计划员,2026/5/26
交期变更记录,SO-2026-03771,PO20260802729,P0090,SUP013,供应商延期,2026/8/21,2026/9/1,11,原材料到货延迟,系统,2026/8/18
交期变更记录,SO-2026-02107,PO20270102730,P0094,SUP020,供应商延期,2027/1/23,2027/2/5,13,质量检验不合格返工,系统,2027/1/5
交期变更记录,SO-2026-07366,PO20260802731,P0016,SUP011,客户加急,2026/8/2,2026/7/24,-9,客户展会提前需要,计划员,2026/7/12
交期变更记录,SO-2026-13101,,P0032,SUP027,供应商延期,2026/6/12,2026/6/21,9,供应商原材料短缺,计划员,2026/5/24
交期变更记录,SO-2026-02571,PO20260602733,P0029,SUP025,供应商延期,2026/6/8,2026/6/9,1,供应商原材料短缺,系统,2026/5/24
交期变更记录,SO-2026-11512,PO20260602734,P0028,SUP007,物料短缺,2026/6/11,2026/6/5,-6,PCB板交期延长,计划员,2026/5/16
交期变更记录,SO-2026-08775,PO20261202735,P0095,SUP003,供应商延期,2026/12/2,2026/12/18,16,原材料到货延迟,系统,2026/11/4
交期变更记录,SO-2026-05797,PO20270102736,P0095,SUP006,物流问题,2027/1/20,2027/1/30,10,港口拥堵导致船期延误,系统,2026/12/22
交期变更记录,SO-2026-02467,PO20270102737,P0018,SUP009,供应商延期,2027/1/14,2027/1/15,1,质量检验不合格返工,系统,2027/1/12
交期变更记录,SO-2026-01422,,P0078,SUP004,供应商延期,2026/4/4,2026/4/13,9,恶劣天气影响运输,系统,2026/3/5
交期变更记录,SO-2026-02647,PO20260902739,P0066,SUP027,物流问题,2026/9/15,2026/9/26,11,空运舱位不足改海运,计划员,2026/9/11
交期变更记录,SO-2026-05733,PO20260902740,P0070,SUP036,物料短缺,2026/9/4,2026/8/20,-15,关键芯片供应紧张,系统,2026/8/12
交期变更记录,SO-2026-09527,PO20260802741,P0009,SUP010,客户加急,2026/8/25,2026/8/14,-11,竞品上市压力,采购员,2026/7/31
交期变更记录,SO-2026-01413,PO20270502742,P0083,SUP029,供应商延期,2027/5/14,2027/6/3,20,物流运输途中延误,采购员,2027/4/14
交期变更记录,SO-2026-13742,,P0029,SUP019,供应商延期,2026/8/1,2026/8/4,3,物流运输途中延误,采购员,2026/7/19
交期变更记录,SO-2026-02954,PO20261202744,P0094,SUP015,供应商延期,2026/12/3,2026/12/19,16,工人返岗率不足,系统,2026/11/5
交期变更记录,SO-2026-09426,PO20270302745,P0025,SUP005,供应商延期,2027/3/6,2027/3/20,14,电力限产政策影响,采购员,2027/2/28
交期变更记录,SO-2026-06788,PO20260802746,P0038,SUP018,供应商延期,2026/8/5,2026/8/16,11,电力限产政策影响,供应商,2026/7/13
交期变更记录,SO-2026-02949,,P0051,SUP033,供应商延期,2027/3/18,2027/4/3,16,质量检验不合格返工,计划员,2027/3/7
交期变更记录,SO-2026-12302,PO20260602748,P0054,SUP031,供应商延期,2026/6/22,2026/7/11,19,质量检验不合格返工,系统,2026/6/8
交期变更记录,SO-2026-09743,,P0027,SUP007,供应商延期,2026/5/21,2026/5/31,10,质量检验不合格返工,计划员,2026/4/27
交期变更记录,SO-2026-01856,,P0070,SUP021,客户加急,2026/12/1,2026/11/17,-14,客户生产线紧急启动,系统,2026/11/23
交期变更记录,SO-2026-04200,PO20270202751,P0093,SUP022,供应商延期,2027/2/2,2027/2/10,8,供应商原材料短缺,系统,2027/1/5
交期变更记录,SO-2026-01889,PO20260802752,P0013,SUP036,供应商延期,2026/8/6,2026/8/18,12,供应商原材料短缺,计划员,2026/8/5
交期变更记录,SO-2026-03865,PO20261002753,P0082,SUP014,物料短缺,2026/10/17,2026/10/8,-9,电子元器件市场缺货,采购员,2026/10/4
交期变更记录,SO-2026-06152,PO20270302754,P0012,SUP021,供应商延期,2027/3/6,2027/3/22,16,质量异常批量返工,系统,2027/3/3
交期变更记录,SO-2026-11719,,P0010,SUP025,供应商延期,2026/7/20,2026/7/25,5,设备故障维修影响产出,系统,2026/6/23
交期变更记录,SO-2026-10053,,P0011,SUP034,客户加急,2026/6/13,2026/5/30,-14,终端市场需求激增,系统,2026/6/1
交期变更记录,SO-2026-00240,PO20270402757,P0033,SUP033,供应商延期,2027/4/17,2027/4/19,2,质量检验不合格返工,系统,2027/4/5
交期变更记录,SO-2026-07858,PO20270202758,P0014,SUP018,供应商延期,2027/2/22,2027/2/28,6,恶劣天气影响运输,系统,2027/1/28
交期变更记录,SO-2026-09770,,P0098,SUP022,客户加急,2026/11/17,2026/11/11,-6,竞品上市压力,系统,2026/11/3
交期变更记录,SO-2026-07559,PO20261202760,P0021,SUP021,物料短缺,2026/12/6,2026/11/26,-10,PCB板交期延长,采购员,2026/11/8
交期变更记录,SO-2026-03117,PO20260702761,P0007,SUP010,供应商延期,2026/7/3,2026/7/15,12,上游芯片短缺传导影响,供应商,2026/6/22
交期变更记录,SO-2026-08361,PO20260502762,P0029,SUP036,供应商提前,2026/5/15,2026/5/13,-2,供应商优化排产,系统,2026/4/26
